1296	2	1519	0	0
1057	0	417	0	0
1951	0	1641	0	0
500	1	1513	0	0
427	1	1589	0	0
513	2	1355	0	0
426	1	1557	0	0
212	1	1719	0	0
1201	1	1835	0	0
881	0	622	0	0
577	0	329	0	0
1553	2	2045	1	3
185	0	1113	0	0
607	1	1573	0	0
838	0	132	0	0
45	0	1300	0	0
1447	1	1580	0	0
1603	0	71	0	0
416	1	1594	0	0
797	0	253	0	0
763	0	1355	1	4
72	1	1593	0	0
1408	2	1639	0	0
1157	0	1355	1	4
671	0	1355	1	4
1231	2	1504	0	0
1326	2	1548	1	3
160	0	1838	0	0
1302	0	1253	0	0
120	2	605	0	0
232	0	1331	0	0
1125	2	1512	1	3
1366	2	1504	0	0
484	0	1355	1	4
1043	2	1047	1	3
1576	0	16	0	0
1579	0	1464	0	0
546	2	1355	0	0
209	2	1503	0	0
84	1	1598	0	0
648	0	1844	0	0
433	0	2030	0	0
202	0	1662	0	0
95	1	1559	0	0
678	0	192	0	0
238	0	401	0	0
1223	0	1389	0	0
53	1	1571	0	0
1624	0	1180	0	0
1226	1	1589	0	0
998	2	1508	0	0
1180	1	1917	0	0
1023	0	1219	0	0
