node_id,old_index
1386,5321
1387,1625
1388,66
1389,4092
1390,499
1391,3083
1392,266
1393,519
1394,1035
1395,143
1396,3838
1397,129
1398,4058
1399,3138
1400,944
1401,4108
1402,1429
1403,2473
1404,2311
1405,713
1406,5273
1407,4292
1408,5526
1409,4784
1410,3325
1411,4053
1412,1322
1413,1591
1414,2993
1415,1639
1416,4047
1417,5374
1418,4083
1419,4730
1420,1887
1421,5488
1422,4722
1423,4066
1424,4071
1425,4090
1426,4753
1427,4085
1428,4112
1429,4057
1430,2210
1431,2460
1432,4089
1433,2876
1434,4087
1435,5000
1436,4949
1437,3972
1438,4069
1439,5347
1440,1039
1441,4800
1442,5064
1443,4101
1444,4059
1445,3530
1446,338
1447,2094
1448,4113
1449,4697
1450,1590
1451,3734
1452,1497
1453,529
1454,3803
1455,491
1456,1037
1457,1314
1458,5558
1459,4773
1460,3412
1461,2524
1462,1791
1463,5021
1464,1300
1465,2391
1466,145
1467,4100
1468,823
1469,964
1470,2382
1471,584
1472,4859
1473,5576
1474,4107
1475,906
1476,897
1477,2966
1478,1754
1479,1530
1480,5012
1481,3025
1482,2212
1483,2310
1484,1981
1485,1810
1486,3383
1487,5117
1488,2020
1489,2930
1490,2196
1491,24
1492,1468
1493,5266
1494,2338
1495,2349
1496,5301
1497,2369
1498,3292
1499,53
1500,2165
1501,4097
1502,4007
1503,1401
1504,459
1505,3315
1506,2997
1507,751
1508,3377
1509,4013
1510,195
1511,5493
1512,3976
1513,824
1514,859
1515,5143
1516,2236
1517,2665
1518,1460
1519,403
1520,1600
1521,753
1522,3304
1523,1758
1524,1516
1525,700
1526,1939
1527,3575
1528,4974
1529,5478
1530,534
1531,750
1532,3668
1533,378
1534,731
1535,3726
1536,1394
1537,87
1538,1593
1539,209
1540,64
1541,4077
1542,2967
1543,1551
1544,2452
1545,3841
1546,2833
1547,2486
1548,1022
1549,4099
1550,1437
1551,2011
1552,1253
1553,1719
1554,5533
1555,3548
1556,3154
1557,1485
1558,2161
1559,3217
1560,4094
1561,4103
1562,1720
1563,1399
1564,1724
1565,373
1566,4002
1567,282
1568,1723
1569,1794
1570,1344
1571,122
1572,2175
1573,5482
1574,2166
1575,996
1576,1908
1577,5523
1578,4067
1579,2570
1580,167
1581,2090
1582,2816
1583,4072
1584,4104
1585,833
1586,4096
1587,1245
1588,2206
1589,4856
1590,4064
1591,3354
1592,1753
1593,4110
1594,1565
1595,494
1596,3255
1597,3364
1598,3148
1599,756
1600,2998
1601,3876
1602,3076
1603,970
1604,1411
1605,2646
1606,1269
1607,4918
1608,1559
1609,5378
1610,4074
1611,2693
1612,4768
1613,1532
1614,4886
1615,1560
1616,1446
1617,4844
1618,2546
1619,290
1620,2125
1621,5272
1622,1438
1623,1550
1624,1096
1625,75
1626,773
1627,2520
